514.50	294.00	110.25	7.00	0.98	2	0.00	0	15.55	21.33		
514.50	294.00	110.25	7.00	0.98	3	0.00	0	15.55	21.33		
514.50	294.00	110.25	7.00	0.98	4	0.00	0	15.55	21.33		
514.50	294.00	110.25	7.00	0.98	5	0.00	0	15.55	21.33		
563.50	318.50	122.50	7.00	0.90	2	0.00	0	20.84	28.28		
563.50	318.50	122.50	7.00	0.90	3	0.00	0	21.46	25.38		
563.50	318.50	122.50	7.00	0.90	4	0.00	0	20.71	25.16		
563.50	318.50	122.50	7.00	0.90	5	0.00	0	19.68	29.60		
588.00	294.00	147.00	7.00	0.86	2	0.00	0	19.50	27.30		
588.00	294.00	147.00	7.00	0.86	3	0.00	0	19.95	21.97		
588.00	294.00	147.00	7.00	0.86	4	0.00	0	19.34	23.49		
588.00	294.00	147.00	7.00	0.86	5	0.00	0	18.31	27.87		
612.50	318.50	147.00	7.00	0.82	2	0.00	0	17.05	23.77		
612.50	318.50	147.00	7.00	0.82	3	0.00	0	17.41	21.46		
612.50	318.50	147.00	7.00	0.82	4	0.00	0	16.95	21.16		
612.50	318.50	147.00	7.00	0.82	5	0.00	0	15.98	24.93		
637.00	343.00	147.00	7.00	0.79	2	0.00	0	28.52	37.73		
637.00	343.00	147.00	7.00	0.79	3	0.00	0	29.90	31.27		
637.00	343.00	147.00	7.00	0.79	4	0.00	0	29.63	30.93		
637.00	343.00	147.00	7.00	0.79	5	0.00	0	28.75	39.44		
661.50	416.50	122.50	7.00	0.76	2	0.00	0	24.77	29.79		
661.50	416.50	122.50	7.00	0.76	3	0.00	0	23.93	29.68		
661.50	416.50	122.50	7.00	0.76	4	0.00	0	24.77	29.79		
661.50	416.50	122.50	7.00	0.76	5	0.00	0	23.93	29.40		
686.00	245.00	220.50	3.50	0.74	2	0.00	0	6.07	10.90		
686.00	245.00	220.50	3.50	0.74	3	0.00	0	6.05	11.19		
686.00	245.00	220.50	3.50	0.74	4	0.00	0	6.01	10.94		
686.00	245.00	220.50	3.50	0.74	5	0.00	0	6.04	11.17		
710.50	269.50	220.50	3.50	0.71	2	0.00	0	6.37	11.27		
710.50	269.50	220.50	3.50	0.71	3	0.00	0	6.40	11.72		
710.50	269.50	220.50	3.50	0.71	4	0.00	0	6.37	11.29		
710.50	269.50	220.50	3.50	0.71	5	0.00	0	6.40	11.67		
735.00	294.00	220.50	3.50	0.69	2	0.00	0	6.85	11.74		
735.00	294.00	220.50	3.50	0.69	3	0.00	0	6.79	12.05		
735.00	294.00	220.50	3.50	0.69	4	0.00	0	6.77	11.73		
735.00	294.00	220.50	3.50	0.69	5	0.00	0	6.81	11.93		
759.50	318.50	220.50	3.50	0.66	2	0.00	0	7.18	12.40		
759.50	318.50	220.50	3.50	0.66	3	0.00	0	7.10	12.23		
759.50	318.50	220.50	3.50	0.66	4	0.00	0	7.10	12.40		
759.50	318.50	220.50	3.50	0.66	5	0.00	0	7.10	12.14		
784.00	343.00	220.50	3.50	0.64	2	0.00	0	10.85	16.78		
784.00	343.00	220.50	3.50	0.64	3	0.00	0	10.54	16.80		
784.00	343.00	220.50	3.50	0.64	4	0.00	0	10.77	16.75		
784.00	343.00	220.50	3.50	0.64	5	0.00	0	10.56	16.67		
808.50	367.50	220.50	3.50	0.62	2	0.00	0	8.60	12.07		
808.50	367.50	220.50	3.50	0.62	3	0.00	0	8.49	12.22		
808.50	367.50	220.50	3.50	0.62	4	0.00	0	8.45	12.08		
808.50	367.50	220.50	3.50	0.62	5	0.00	0	8.50	12.04		
514.50	294.00	110.25	7.00	0.98	2	0.10	1	24.58	26.47		
514.50	294.00	110.25	7.00	0.98	3	0.10	1	24.63	26.37		
514.50	294.00	110.25	7.00	0.98	4	0.10	1	24.63	26.44		
514.50	294.00	110.25	7.00	0.98	5	0.10	1	24.59	26.29		
563.50	318.50	122.50	7.00	0.90	2	0.10	1	29.03	32.92		
563.50	318.50	122.50	7.00	0.90	3	0.10	1	29.87	29.87		
563.50	318.50	122.50	7.00	0.90	4	0.10	1	29.14	29.58		
563.50	318.50	122.50	7.00	0.90	5	0.10	1	28.09	34.33		
588.00	294.00	147.00	7.00	0.86	2	0.10	1	26.28	30.89		
588.00	294.00	147.00	7.00	0.86	3	0.10	1	26.91	25.60		
588.00	294.00	147.00	7.00	0.86	4	0.10	1	26.37	27.03		
588.00	294.00	147.00	7.00	0.86	5	0.10	1	25.27	31.73		
612.50	318.50	147.00	7.00	0.82	2	0.10	1	23.53	27.31		
612.50	318.50	147.00	7.00	0.82	3	0.10	1	24.03	24.91		
612.50	318.50	147.00	7.00	0.82	4	0.10	1	23.54	24.61		
612.50	318.50	147.00	7.00	0.82	5	0.10	1	22.58	28.51		
637.00	343.00	147.00	7.00	0.79	2	0.10	1	35.56	41.68		
637.00	343.00	147.00	7.00	0.79	3	0.10	1	37.12	35.28		
637.00	343.00	147.00	7.00	0.79	4	0.10	1	36.90	34.43		
637.00	343.00	147.00	7.00	0.79	5	0.10	1	35.94	43.33		
661.50	416.50	122.50	7.00	0.76	2	0.10	1	32.96	33.87		
661.50	416.50	122.50	7.00	0.76	3	0.10	1	32.12	34.07		
661.50	416.50	122.50	7.00	0.76	4	0.10	1	32.94	34.14		
661.50	416.50	122.50	7.00	0.76	5	0.10	1	32.21	33.67		
686.00	245.00	220.50	3.50	0.74	2	0.10	1	10.36	13.43		
686.00	245.00	220.50	3.50	0.74	3	0.10	1	10.43	13.71		
686.00	245.00	220.50	3.50	0.74	4	0.10	1	10.36	13.48		
686.00	245.00	220.50	3.50	0.74	5	0.10	1	10.39	13.70		
710.50	269.50	220.50	3.50	0.71	2	0.10	1	10.71	13.80		
710.50	269.50	220.50	3.50	0.71	3	0.10	1	10.80	14.28		
710.50	269.50	220.50	3.50	0.71	4	0.10	1	10.70	13.87		
710.50	269.50	220.50	3.50	0.71	5	0.10	1	10.75	14.27		
735.00	294.00	220.50	3.50	0.69	2	0.10	1	11.11	14.28		
735.00	294.00	220.50	3.50	0.69	3	0.10	1	11.13	14.61		
735.00	294.00	220.50	3.50	0.69	4	0.10	1	11.09	14.30		
735.00	294.00	220.50	3.50	0.69	5	0.10	1	11.16	14.45		
759.50	318.50	220.50	3.50	0.66	2	0.10	1	11.68	13.90		
759.50	318.50	220.50	3.50	0.66	3	0.10	1	11.69	13.72		
759.50	318.50	220.50	3.50	0.66	4	0.10	1	11.70	13.88		
759.50	318.50	220.50	3.50	0.66	5	0.10	1	11.69	13.65		
784.00	343.00	220.50	3.50	0.64	2	0.10	1	15.41	19.37		
784.00	343.00	220.50	3.50	0.64	3	0.10	1	15.20	19.43		
784.00	343.00	220.50	3.50	0.64	4	0.10	1	15.42	19.34		
784.00	343.00	220.50	3.50	0.64	5	0.10	1	15.21	19.32		
808.50	367.50	220.50	3.50	0.62	2	0.10	1	12.96	14.34		
808.50	367.50	220.50	3.50	0.62	3	0.10	1	12.97	14.50		
808.50	367.50	220.50	3.50	0.62	4	0.10	1	12.93	14.33		
808.50	367.50	220.50	3.50	0.62	5	0.10	1	13.02	14.27		
514.50	294.00	110.25	7.00	0.98	2	0.10	2	24.29	25.95		
514.50	294.00	110.25	7.00	0.98	3	0.10	2	24.31	25.63		
514.50	294.00	110.25	7.00	0.98	4	0.10	2	24.13	26.13		
514.50	294.00	110.25	7.00	0.98	5	0.10	2	24.25	25.89		
563.50	318.50	122.50	7.00	0.90	2	0.10	2	28.88	32.54		
563.50	318.50	122.50	7.00	0.90	3	0.10	2	29.68	29.44		
563.50	318.50	122.50	7.00	0.90	4	0.10	2	28.83	29.36		
563.50	318.50	122.50	7.00	0.90	5	0.10	2	27.90	34.20		
588.00	294.00	147.00	7.00	0.86	2	0.10	2	26.48	30.91		
588.00	294.00	147.00	7.00	0.86	3	0.10	2	27.02	25.63		
588.00	294.00	147.00	7.00	0.86	4	0.10	2	26.33	27.36		
588.00	294.00	147.00	7.00	0.86	5	0.10	2	25.36	31.90		
612.50	318.50	147.00	7.00	0.82	2	0.10	2	23.75	27.38		
612.50	318.50	147.00	7.00	0.82	3	0.10	2	24.23	25.02		
612.50	318.50	147.00	7.00	0.82	4	0.10	2	23.67	24.80		
612.50	318.50	147.00	7.00	0.82	5	0.10	2	22.79	28.79		
637.00	343.00	147.00	7.00	0.79	2	0.10	2	35.65	41.07		
637.00	343.00	147.00	7.00	0.79	3	0.10	2	37.26	34.62		
637.00	343.00	147.00	7.00	0.79	4	0.10	2	36.97	33.87		
637.00	343.00	147.00	7.00	0.79	5	0.10	2	36.03	42.86		
661.50	416.50	122.50	7.00	0.76	2	0.10	2	33.16	33.91		
661.50	416.50	122.50	7.00	0.76	3	0.10	2	32.40	34.07		
661.50	416.50	122.50	7.00	0.76	4	0.10	2	33.12	34.17		
661.50	416.50	122.50	7.00	0.76	5	0.10	2	32.41	33.78		
686.00	245.00	220.50	3.50	0.74	2	0.10	2	10.42	13.39		
686.00	245.00	220.50	3.50	0.74	3	0.10	2	10.46	13.72		
686.00	245.00	220.50	3.50	0.74	4	0.10	2	10.32	13.57		
686.00	245.00	220.50	3.50	0.74	5	0.10	2	10.45	13.79		
710.50	269.50	220.50	3.50	0.71	2	0.10	2	10.64	13.67		
710.50	269.50	220.50	3.50	0.71	3	0.10	2	10.72	14.11		
710.50	269.50	220.50	3.50	0.71	4	0.10	2	10.55	13.80		
710.50	269.50	220.50	3.50	0.71	5	0.10	2	10.68	14.21		
735.00	294.00	220.50	3.50	0.69	2	0.10	2	11.45	13.20		
735.00	294.00	220.50	3.50	0.69	3	0.10	2	11.46	13.54		
735.00	294.00	220.50	3.50	0.69	4	0.10	2	11.32	13.32		
735.00	294.00	220.50	3.50	0.69	5	0.10	2	11.49	13.51		
759.50	318.50	220.50	3.50	0.66	2	0.10	2	11.45	14.86		
759.50	318.50	220.50	3.50	0.66	3	0.10	2	11.42	14.75		
759.50	318.50	220.50	3.50	0.66	4	0.10	2	11.33	15.00		
759.50	318.50	220.50	3.50	0.66	5	0.10	2	11.43	14.74		
784.00	343.00	220.50	3.50	0.64	2	0.10	2	15.41	19.23		
784.00	343.00	220.50	3.50	0.64	3	0.10	2	15.18	19.34		
784.00	343.00	220.50	3.50	0.64	4	0.10	2	15.34	19.32		
784.00	343.00	220.50	3.50	0.64	5	0.10	2	15.19	19.30		
808.50	367.50	220.50	3.50	0.62	2	0.10	2	12.88	14.37		
808.50	367.50	220.50	3.50	0.62	3	0.10	2	13.00	14.57		
808.50	367.50	220.50	3.50	0.62	4	0.10	2	12.97	14.27		
808.50	367.50	220.50	3.50	0.62	5	0.10	2	13.04	14.24		
514.50	294.00	110.25	7.00	0.98	2	0.10	3	24.28	25.68		
514.50	294.00	110.25	7.00	0.98	3	0.10	3	24.40	26.02		
514.50	294.00	110.25	7.00	0.98	4	0.10	3	24.11	25.84		
514.50	294.00	110.25	7.00	0.98	5	0.10	3	24.35	26.14		
